date ,invoiceId ,description ,amount ,vat ,total ,remark ,supplier ,published ,excelRecId ,project ,company ,group ,year 
10/06/2022,337,מ.ע עבודות בצייטלין ,18000,3060,21060,"שיק 10530 ע""ס 45,630 ש""ח עבור חשבוניות 336, 337 ",מ.ע הובלות (חמיס) ,T ,  ,צייטלין 2 ,ביצועים ,97,2022
10/07/2022,3077,אור הארץ - בבלי ,27000,4590,31590,"שיק 10531 ע""ס 31,590 ש""ח תאריך 07.10.22 ",אור הארץ ,T ,8030,בבלי ,ביצועים ,94,2022
10/09/2022,290921,אחים ונטורה ,2940,  ,2940,  ,ונטורה אחים ,T ,8035,צייטלין 2 ,ביצועים ,94,2022
10/09/2022,246950,עצים זוהר - דק לבבלי ,11510,1957,13467,שולם באשראי ,זוהר עצים ,T ,  ,בבלי ,ביצועים ,97,2022
10/10/2022,248,רמי גנאים - בדיקת בטיחות סטף ,1500,255,1755,העברה בנקאית 23.10.22 ,  ,T ,  ,סטף ,ביצועים ,97,2022
10/11/2022,317,"שריף - ע""ח עבודות פיתוח גשר ",80000,13600,93600,"שיק 10533 ע""ס 136,188 ש""ח עבור חשבוניות 318+319 לאחר ניקוי 3% במקור ",אחים שריף ,T ,8040,גשר ,ביצועים ,94,2022
10/11/2022,318,"שריף - ע""ח עבודות פיתוח בבלי ",40000,6800,46800,"שיק 10533 ע""ס 136,188 ש""ח עבור חשבוניות 318+319 לאחר ניקוי 3% במקור ",אחים שריף ,T ,8047,בבלי ,ביצועים ,94,2022
10/11/2022,1146,מיזוג - גשר 5 ,30000,5100,35100,"שיק 10534 ע""ס 34,398 ש""ח לאחר ניקוי 2% במקור ",מזגנים - גילי ,T ,8050,גשר ,ביצועים ,94,2022
10/11/2022,138214,טמבור ברוך ,76,  ,76,  ,  ,T ,8057,הוצאות אלי ,ביצועים ,94,2022
10/11/2022,964054178,נגב - ריצוף לנווה אליעזר ,29074,4943,34016,"שיק 10635 ע""ס 44,430 ש""ח עבור חשבוניות 178,375,310,766 תאריך 15.05.23 ",נגב ,T ,  ,נווה אליעזר ,ביצועים ,95,2022
10/11/2022,290982,אחים ונטורה ,60,  ,60,  ,ונטורה אחים ,T ,  ,ג. התחמושת 2 ,ביצועים ,95,2022
10/11/2022,290949,אחים ונטורה ,437,  ,437,  ,ונטורה אחים ,T ,  ,צייטלין 2 ,ביצועים ,95,2022
10/12/2022,16877,אינסטלציה ,515,  ,515,אשראי ,  ,T ,8060,ג. התחמושת 2 ,ביצועים ,94,2022
10/12/2022,546,ניו מרקט -כיבוד ,2000,  ,2000,  ,  ,T ,  ,צייטלין 2 ,ביצועים ,95,2022
10/13/2022 ,346,מ.ע הובלות - נווה אליעזר ,6500,1105,7605,"שיק 10537 ע""ס 66,105 ש""ח עבור גשר, נווה אליעזר, צייטלין2 ",מ.ע הובלות (חמיס) ,T ,8063,נווה אליעזר ,ביצועים ,94,2022
10/13/2022 ,345,מ.ע הובלות - גשר ,20000,3400,23400,"שיק 10537 ע""ס 66,105 ש""ח עבור גשר, נווה אליעזר, צייטלין2 ",מ.ע הובלות (חמיס) ,T ,8068,גשר ,ביצועים ,94,2022
10/13/2022 ,344,מ.ע הובלות - צייטלין 2 ,30000,5100,35100,"שיק 10537 ע""ס 66,105 ש""ח עבור גשר, נווה אליעזר, צייטלין2 ",מ.ע הובלות (חמיס) ,T ,8071,צייטלין 2 ,ביצועים ,94,2022
10/13/2022 ,3081,אור הארץ - בבלי ,20000,3400,23400,שיק 10540 ,אור הארץ ,T ,8074,בבלי ,ביצועים ,94,2022
10/13/2022 ,  ,אייל - הלוואה 8 ,20000,  ,20000,העברה בנקאית ,  ,F ,  ,הוצאות א ,ביצועים ,94,2022
10/13/2022 ,247126,עצים זוהר - קצף פוליטאורן ,256,44,300,אשראי ,זוהר עצים ,T ,8079,צייטלין 2 ,ביצועים ,94,2022
10/13/2022 ,247124,עצים זוהר - מעליות ,3861,656,4517,  ,זוהר עצים ,T ,8084,צייטלין 2 ,ביצועים ,94,2022
10/13/2022 ,906,אלומיניום - אחים מרואן תשלום 4 ,35000,5950,40950,"שיק 10541 ע""ס 100,620 ש""ח עבור גשר, נווה אליעזר, תוספות - תאריך 15.11.22 ",אחים מרואן ,T ,8089,גשר ,ביצועים ,94,2022
10/13/2022 ,906,אלומיניום - מרואן - מקדמה ,31000,5270,36270,"שיק 10541 ע""ס 100,620 ש""ח עבור גשר, נווה אליעזר, תוספות - תאריך 15.11.22 ",אחים מרואן ,T ,  ,נווה אליעזר ,ביצועים ,94,2022
10/13/2022 ,906,אלומיניום - מרואן ,20000,3400,23400,"שיק 10541 ע""ס 100,620 ש""ח עבור גשר, נווה אליעזר, תוספות - תאריך 15.11.22 ",אחים מרואן ,T ,  ,הוצאות אלי ,ביצועים ,94,2022
10/13/2022 ,3588,מפיץ ריח לשירותים ,140,24,164,העברה בנקאית - 21.10.22 ,  ,F ,  ,ג. התחמושת 2 ,ביצועים ,95,2022
10/16/2022 ,3470,אסלה ,350,  ,350,  ,  ,T ,  ,הוצאות אלי ,ביצועים ,95,2022
10/16/2022 ,138587,טמבור פרס נובל ,25,  ,25,  ,  ,T ,  ,הוצאות אלי ,ביצועים ,95,2022
10/18/2022 ,10057,קאברית - הצללה לגשר ,9312,1583,10895,"שיק 10594 ע""ס 29,422ש""ח עבור חשבוניות 10133, 10057 לתאריך 28.02.23 ",קאברית ,T ,  ,גשר ,ביצועים ,95,2022
10/18/2022 ,964054375,ריצוף נגב - הפרשים ,-1314,-223,-1537,"שיק 10635 ע""ס 44,430 ש""ח עבור חשבוניות 178,375,310,766 תאריך 15.05.23 ",נגב ,T ,  ,נווה אליעזר ,ביצועים ,99,2022
10/19/2022 ,351,חמיס - גשר ,10000,1700,11700,"שיק 10543 עבור חשבוניות 351, 350 תאריך 22.10.22 ",מ.ע הובלות (חמיס) ,T ,  ,גשר ,ביצועים ,95,2022
10/19/2022 ,350,חמיס - צייטלין 2 ,49000,8330,57330,"שיק 10543 עבור חשבוניות 351, 350 תאריך 22.10.22 ",מ.ע הובלות (חמיס) ,T ,  ,צייטלין 2 ,ביצועים ,95,2022
10/19/2022 ,3083,אדם - בבלי ,20000,3400,23400,שיק 10542 עבור חשבוניות 8083 תאריך 20.10.22 ,אור הארץ ,T ,  ,בבלי ,ביצועים ,95,2022
10/19/2022 ,3083,חמיס - נווה אליעזר ,20000,3400,23400,שיק 10542 עבור חשבוניות 8083 תאריך 20.10.22 ,אור הארץ ,T ,  ,נווה אליעזר ,ביצועים ,95,2022
10/19/2022 ,52752,דלתות רינגלר - מקדמה ,36513,6207,42720,שיק 10552 לתאריך 31.12.22 ,דלתות רינגלר ,T ,  ,נווה אליעזר ,ביצועים ,95,2022
10/19/2022 ,125535,אמבין - שרותים גבעת התחמושת ,5100,867,5967,"שיק 10664 ע""ס 14,626ש""ח 30.05.23 עבור חשבוניות 264, 613, 535 ",אמבין ,T ,  ,ג. התחמושת 2 ,ביצועים ,95,2022
10/19/2022 ,291211,אחים ונטורה ,420,  ,420,  ,ונטורה אחים ,T ,  ,נווה אליעזר ,ביצועים ,95,2022
10/20/2022 ,292527,אחים ונטורה ,230,  ,230,  ,ונטורה אחים ,T ,  ,ג. התחמושת 2 ,ביצועים ,95,2022
10/23/2022 ,118,עבד אינסטלציה -גשר 2 ,50000,8500,58500,"שיק 10498 ע""ס 56,745 ש""ח לאחר ניקוי 3% - תאריך 07.09.22 ",עבד אינסטלציה ,T ,  ,גשר ,ביצועים ,95,2022
10/23/2022 ,100649,פיגומים למעליות בצייטלין ,39600,6732,46332,"שיק 10576 16.11.22 20,000 + שיק 10577 15.01.23 36,862 עבור חשבוניות 639, 649 ",פיגום י.ש ,T ,  ,צייטלין 2 ,ביצועים ,95,2022
10/23/2022 ,119,עבד אינסטלציה - גשר 3 ,15000,2550,17550,"שיק 10544 ע""ס 17,024 ש""ח לאחר ניקוי 3% - תאריך 23.10.22 ",עבד אינסטלציה ,T ,  ,גשר ,ביצועים ,95,2022
10/23/2022 ,  ,מ.ע הובלות - מחפרון לסטף ,2000,340,2340,העברה בנקאית ל ע.ע. משאבות 23/10/22 ,מ.ע הובלות (חמיס) ,F ,  ,סטף ,ביצועים ,96,2022
10/23/2022 ,118,עבד אינסטלציה ,50000,8500,58500,"שיק 10498 סך 56,747 ש""ח לאחר ניקוי 5% לתאריך 07.09.22 ",עבד אינסטלציה ,T ,  ,גשר ,ביצועים ,95,2022
10/23/2022 ,119,עבד אינסטלציה ,15000,2550,17550,"שיק 10544 ע""ס 17,024 ש""ח לאחר 3% ניקוי לתאריך 23.10.22 ",עבד אינסטלציה ,T ,  ,גשר ,ביצועים ,95,2022
10/24/2022 ,349106,בדק בית ,50,  ,50,  ,  ,T ,  ,הוצאות אלי ,ביצועים ,95,2022
10/24/2022 ,5900,כל שלט - הדמיות לסטף ,6350,1080,7430,"שיק 10650 ע""ס 7,664 ש""ח עבור חשבוניות 5900, 5839 ",  ,T ,  ,סטף ,ביצועים ,96,2022
10/25/2022 ,2887,דלתות גמליאל - בבלי מקדמה ,21368,3632,25000,העברה בנקאית 30.10.22 ,דלתות גמליאל ,T ,  ,בבלי ,ביצועים ,95,2022
10/25/2022 ,6217,בדיקת אטימות ממד ,1650,281,1931,שיק 10558 לתאריך 06.11.22 ,מולטידורלוק ,T ,  ,גשר ,ביצועים ,95,2022
10/25/2022 ,292714,אחים ונטורה ,100,  ,100,  ,ונטורה אחים ,T ,  ,נווה אליעזר ,ביצועים ,95,2022
10/26/2022 ,408,נגרות תוספות ,30000,5100,35100,"שיק 10546 ע""ס 33,345 ש""ח לתאריך 01.11.22 ",נגר אלסוריקי ,T ,  ,הוצאות אלי ,ביצועים ,95,2022
10/26/2022 ,125613,אמבין - שרותים גשר ,6350,1080,7430,"שיק 10664 ע""ס 14,626ש""ח 30.05.23 עבור חשבוניות 264, 613, 535 ",אמבין ,T ,  ,גשר ,ביצועים ,95,2022
10/26/2022 ,292759,אחים ונטורה ,494,  ,494,  ,ונטורה אחים ,T ,  ,נווה אליעזר ,ביצועים ,95,2022
10/26/2022 ,11981,הובלת מנוף ,350,60,410,  ,  ,T ,  ,הוצאות אלי ,ביצועים ,95,2022
10/27/2022 ,363,מ.ע הובלות - גשר ,17000,2890,19890,"שיק 10549 עבור חשבוניות 362, 363, 364 תאריך 27.10.22 ",מ.ע הובלות (חמיס) ,T ,  ,גשר ,ביצועים ,95,2022
10/27/2022 ,3084,אור הארץ ,10000,1700,11700,שיק 10550 לתאריך 27.10.22 ,אור הארץ ,T ,  ,בבלי ,ביצועים ,95,2022
10/27/2022 ,362,מ. ע הובלות - צייטלין 2 ,44000,7480,51480,"שיק 10549 עבור חשבוניות 362, 363, 364 תאריך 27.10.22 ",מ.ע הובלות (חמיס) ,T ,  ,צייטלין 2 ,ביצועים ,95,2022
10/27/2022 ,364,מ.ע הובלות - נווה אליעזר ,17000,2890,19890,"שיק 10549 עבור חשבוניות 362, 363, 364 תאריך 27.10.22 ",מ.ע הובלות (חמיס) ,T ,  ,נווה אליעזר ,ביצועים ,95,2022
10/27/2022 ,964056310,נגב - תוספות לנווה אליעזר ,7257,1234,8491,"שיק 10635 ע""ס 44,430 ש""ח עבור חשבוניות 178,375,310,766 תאריך 15.05.23 ",נגב ,T ,  ,נווה אליעזר ,ביצועים ,96,2022
10/27/2022 ,342208822,ארכה - 22-10 ,1068,181,1249,  ,ארכה ,T ,  ,גשר ,ביצועים ,97,2022
10/27/2022 ,342208823,ארכה - 22-10 ,494,84,578,  ,ארכה ,T ,  ,גשר ,ביצועים ,97,2022
10/27/2022 ,342208824,ארכה - 22-10 ,3822,650,4472,  ,ארכה ,T ,  ,גשר ,ביצועים ,97,2022
10/27/2022 ,342208825,ארכה - 22-10 ,215,37,252,  ,ארכה ,T ,  ,גשר ,ביצועים ,97,2022
10/27/2022 ,342208826,ארכה - 22-10 ,3231,549,3780,  ,ארכה ,T ,  ,גשר ,ביצועים ,97,2022
10/27/2022 ,342208827,ארכה - 22-10 ,124,21,145,  ,ארכה ,T ,  ,גשר ,ביצועים ,97,2022
10/27/2022 ,342208828,ארכה - 22-10 ,66,11,77,  ,ארכה ,T ,  ,גשר ,ביצועים ,97,2022
10/27/2022 ,342208829,ארכה - 22-10 ,12434,2114,14548,  ,ארכה ,T ,  ,גשר ,ביצועים ,97,2022
10/27/2022 ,342208830,ארכה - 22-10 ,593,101,694,  ,ארכה ,T ,  ,גשר ,ביצועים ,97,2022
10/30/2022 ,2208459,גולמט - הפרשים גשר ,1755,298,2053,שיק 10508 תאריך 30.11.22 ,גולמט ,T ,  ,גשר ,ביצועים ,95,2022
10/30/2022 ,2208460,גולמט - הפרשים גשר ,14415,2450,16865,  ,גולמט ,T ,  ,גשר ,ביצועים ,95,2022
10/30/2022 ,9665,גידור זמני - בבלי ,2535,431,2966,"שיק 10663 ע""ס 7,284 ש""ח עבור חשבוניות 9665, 9855, 10058 ",גידור זמני א.ס. ,T ,  ,בבלי ,ביצועים ,95,2022
10/30/2022 ,9664,גידור זמני - בבלי ,1535,261,1796,לא רואה את החשבונית הזו.... ,גידור זמני א.ס. ,T ,  ,בבלי ,ביצועים ,95,2022
10/30/2022 ,  ,מפסק חשמל + אטם גומיה ,28,5,33,  ,  ,F ,  ,הוצאות אלי ,ביצועים ,95,2022
10/30/2022 ,35,דלתות אש - בבלי וגשר פיראס (מוסרתי יזמות) ,14000,2380,16380,"שיק 10607 ע""ס 15,561 ש""ח לתאריך 22.12.22 לאחר ניקוי 5% במקור ",  ,T ,  ,בבלי ,ביצועים ,96,2022
10/31/2022 ,2208564,גולמט - הפרשים גשר ,2209,375,2584,  ,גולמט ,T ,  ,גשר ,ביצועים ,95,2022
10/31/2022 ,176797,ג'יוסי - 22-10 ,15272,2596,17868,  ,ג'יוסי ,T ,  ,צייטלין 2 ,ביצועים ,95,2022
10/31/2022 ,221001686,מעליות אלקטרה - תשלום שני ,60740,10326,71065,העברה בנקאית - 02.11.22 ,מעליות אלקטרה ,T ,  ,גשר ,ביצועים ,95,2022
10/31/2022 ,19185,מוטי פרץ 22-10 ,514,87,601,"שיק 10559 ע""ס 6,375 ש""ח לתאריך 30.11.22 עבור חשבוניות 18579, 18875, 19030, 19185 ",מוטי פרץ ,T ,  ,צייטלין 2 ,ביצועים ,95,2022
10/31/2022 ,226010035,מרכז הגבס - 22-10 - ציייטלין ,785,133,918,"שיק 10578 ע""ס 37,263 ש""ח עבור חשבוניות אוקטובר 35,36,37,38 ",מרכז הגבס ,T ,  ,צייטלין 2 ,ביצועים ,95,2022
10/31/2022 ,226010037,מרכז הגבס - 22-10 - גשר ,6181,1051,7232,"שיק 10578 ע""ס 37,263 ש""ח עבור חשבוניות אוקטובר 35,36,37,38 ",מרכז הגבס ,T ,  ,גשר ,ביצועים ,95,2022
10/31/2022 ,226010036,מרכז הגבס - 22-10 - נווה אליעזר ,2706,460,3166,"שיק 10578 ע""ס 37,263 ש""ח עבור חשבוניות אוקטובר 35,36,37,38 ",מרכז הגבס ,T ,  ,נווה אליעזר ,ביצועים ,95,2022
10/31/2022 ,226010038,מרכז הגבס - 22-10 - בבלי ,22177,3770,25947,"שיק 10578 ע""ס 37,263 ש""ח עבור חשבוניות אוקטובר 35,36,37,38 ",מרכז הגבס ,T ,  ,בבלי ,ביצועים ,95,2022
10/31/2022 ,2262031394,שפיר 22-10 ,37600,6392,43992,"שיק 10566 לתאריך 15.01.23 עבור חשבוניות 31394, 31395 ",שפיר בטון ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
10/31/2022 ,2262031395,שפיר 22-10 ,8676,1475,10151,"שיק 10566 ע""ס 54,144 ש""ח לתאריך 15.01.23 עבור חשבוניות 31394, 31395 ",שפיר בטון ,T ,  ,בבלי ,ביצועים ,96,2022
10/31/2022 ,101022,שרלי - 22-10 ,42036,7146,49182,"שיק 10584 ע""ס 49,182 ש""ח 30.12.22 ",שרלי - חומרי בנין ,T ,  ,נווה אליעזר ,ביצועים ,96,2022
10/31/2022 ,7008519,מעודד - 22-10 ,11781,  ,11781,שיק 10652 תאריך 15.03.23 ,מעודד צבעים ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
10/31/2022 ,10577,יוסי רחמים - 22-10 - גשר ,2100,357,2457,"העברה ע""ס 53,340ש""ח עבור 10524, 10525, 10526, 10527, 10577, 10578, 10579, 10580 ",יוסי רחמים ,T ,  ,גשר ,ביצועים ,96,2022
10/31/2022 ,10578,יוסי רחמים - 22-10 - צייטלין 2 ,2500,425,2925,"העברה ע""ס 53,340ש""ח עבור 10524, 10525, 10526, 10527, 10577, 10578, 10579, 10580 ",יוסי רחמים ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
10/31/2022 ,10579,יוסי רחמים - 22-10 - בבלי ,6300,1071,7371,"העברה ע""ס 53,340ש""ח עבור 10524, 10525, 10526, 10527, 10577, 10578, 10579, 10580 ",יוסי רחמים ,T ,  ,בבלי ,ביצועים ,96,2022
10/31/2022 ,10580,יוסי רחמים - 22-10 - נווה אליעזר ,3150,536,3686,"העברה ע""ס 53,340ש""ח עבור 10524, 10525, 10526, 10527, 10577, 10578, 10579, 10580 ",יוסי רחמים ,T ,  ,נווה אליעזר ,ביצועים ,96,2022
10/31/2022 ,19185,מוטי פרץ - 22-10 ,514,87,601,"שיק 10559 ע""ס 6,375 ש""ח לתאריך 30.11.22 עבור חשבוניות 18579, 18875, 19030, 19185 ",מוטי פרץ ,T ,  ,נווה אליעזר ,ביצועים ,96,2022
10/31/2022 ,17872,משאבות - אהרלה 22-10 ,8835,1502,10337,שיק 10621 תאריך 15.02.23 ,אהרלה משאבות ,T ,  ,צייטלין 2 ,ביצועים ,97,2022
11/01/2022,1543,אלומיניום - גשר - איציק ,118500,20145,138645,"שיק 10556 ע""ס 65,000 ש""ח לתאריך 30.11.22 + שיק 10557 ע""ס 73,645 ש""ח לתאריך 31.01.23 ",איציק אלומיניום ,T ,  ,גשר ,ביצועים ,95,2022
11/01/2022,411,נגרות מסגרות גשר ,100000,17000,117000,"שיק 10547 ע""ס 50,000 ש""ח לתאריך 01.11.22 + שיק 10548 ע""ס 61,150 ש""ח לתאריך 31.12.22 (ניקוי 5%) ",נגר אלסוריקי ,T ,  ,גשר ,ביצועים ,95,2022
11/02/2022,274262,חרש - ריצוף למעליות צייטלין ,907,154,1061,שולם באשראי ,חרש חולון ,T ,  ,צייטלין 2 ,ביצועים ,95,2022
11/02/2022,369,חמיס - צייטלין 2 ,40000,6800,46800,"שיק 10554 ע""ס 78,390 ש""ח עבור חשבוניות 369, 370, 371 ",מ.ע הובלות (חמיס) ,T ,  ,צייטלין 2 ,ביצועים ,95,2022
11/02/2022,370,חמיס - גשר ,20800,3536,24336,"שיק 10554 ע""ס 78,390 ש""ח עבור חשבוניות 369, 370, 371 ",מ.ע הובלות (חמיס) ,T ,  ,גשר ,ביצועים ,95,2022
11/02/2022,371,חמיס נווה אליעזר ,6200,1054,7254,"שיק 10554 ע""ס 78,390 ש""ח עבור חשבוניות 369, 370, 371 ",מ.ע הובלות (חמיס) ,T ,5126,נווה אליעזר ,ביצועים ,95,2022
11/02/2022,1118,שכירות מחסן - האצל 33 - תשלום 1 3 חודשים ,3000,  ,3000,העברה בנקאית ,  ,T ,6941,  ,ביצועים ,95,2022
11/02/2022,2132,אדם - בבלי ,25200,4284,29484,"שיק 10555 ע""ס 29,484 ש""ח (12,000 אדם, 13,200 תומר) לתאריך 02.11.22 ",אור הארץ ,T ,  ,בבלי ,ביצועים ,95,2022
11/02/2022,29,עמאר קבלן שלד ,55000,9350,64350,"שיק 10553 ע""ס 61,133 ש""ח לאחר ניקוי 5% במקור ",ע.ס.ג הנדסה ,T ,  ,סטף ,ביצועים ,95,2022
11/03/2022,  ,צבע ומברשת ,73,12,85,  ,  ,F ,  ,הוצאות אלי ,ביצועים ,95,2022
11/03/2022,293054,אחים ונטורה ,1027,  ,1027,  ,ונטורה אחים ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/03/2022,293027,אחים ונטורה ,248,  ,248,  ,ונטורה אחים ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/04/2022,293065,אחים ונטורה ,298,  ,298,  ,ונטורה אחים ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/05/2022,50042,פרקט לגשר תשלום 2 ,93010,15812,108822,"שיק 10571 53,322 20.01.23 + 10572 53,322 30.01.23 לאחר ניקוי 2% במקור ",יניב פרקטים ,T ,  ,גשר ,ביצועים ,96,2022
11/06/2022,293139,אחים ונטורה ,328,  ,328,  ,ונטורה אחים ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/06/2022,293084,אחים ונטורה ,272,  ,272,  ,ונטורה אחים ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/08/2022,22001221,בולוקל - בלוקים לנווה אליעזר ,14824,  ,14824,העברה בנקאית - 06.11.22 ,  ,T ,  ,נווה אליעזר ,ביצועים ,95,2022
11/08/2022,10133,קאברית - הצללה לבבלי ,15835,2692,18527,"שיק 10594 ע""ס 29,422ש""ח עבור חשבוניות 10133, 10057 לתאריך 28.02.23 ",קאברית ,T ,  ,בבלי ,ביצועים ,95,2022
11/08/2022,77,אמארה גילוי אש - מקדמה גשר ,15000,2550,17550,"העברה בנקאית 08.11.22 סך של 16,848 ש""ח לאחר ניקוי 4% במקור ",אמארה ,T ,  ,גשר ,ביצועים ,95,2022
11/08/2022,293215,אחים ונטורה ,313,  ,313,  ,ונטורה אחים ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/10/2022,212,מאמין - בבלי ,10000,1700,11700,"שיק 10563 סך 75,471 ש""ח לתאריך 10.11.22 עבור פרויקטים גשר, נווהאליעזר, בבלי, צייטלין ",מאמין חשמלאי אחים עתיד ,T ,  ,בבלי ,ביצועים ,96,2022
11/10/2022,212,מאמין - גשר ,30000,5100,35100,"שיק 10563 סך 75,471 ש""ח לתאריך 10.11.22 עבור פרויקטים גשר, נווהאליעזר, בבלי, צייטלין ",מאמין חשמלאי אחים עתיד ,T ,  ,גשר ,ביצועים ,96,2022
11/10/2022,212,מאמין - נווה אליעזר ,20000,3400,23400,"שיק 10563 סך 75,471 ש""ח לתאריך 10.11.22 עבור פרויקטים גשר, נווהאליעזר, בבלי, צייטלין ",מאמין חשמלאי אחים עתיד ,T ,  ,נווה אליעזר ,ביצועים ,96,2022
11/10/2022,212,מאמין - צייטלין 2 ,6500,1105,7605,"שיק 10563 סך 75,471 ש""ח לתאריך 10.11.22 עבור פרויקטים גשר, נווהאליעזר, בבלי, צייטלין ",מאמין חשמלאי אחים עתיד ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/10/2022,375,חמיס - גשר ,25000,4250,29250,"שיק 10562 ע""ס 59,670 עבור חשבוניות 375, 374 לתאריך 10.11.22 ",מ.ע הובלות (חמיס) ,T ,  ,גשר ,ביצועים ,96,2022
11/10/2022,374,חמיס - צייטלין ,26000,4420,30420,"שיק 10562 ע""ס 59,670 עבור חשבוניות 375, 374 לתאריך 10.11.22 ",מ.ע הובלות (חמיס) ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/10/2022,3090,אדם - בבלי ,10300,1751,12051,"שיק 10561 ע""ס 35451 עבור אדם-בבלי חמיס-נווה אליעזר תאריך 10.11.22 ",אור הארץ ,T ,  ,בבלי ,ביצועים ,96,2022
11/10/2022,2093,שי לוזון - שוטף + ניהול סיכסוך סטף ,7966,  ,7966,העברה בנקאית ,"עו""ד שי לוזון ",T ,  ,סטף ,ביצועים ,96,2022
11/10/2022,3090,חמיס - נווה אליעזר ,20000,3400,23400,"שיק 10561 ע""ס 35451 עבור אדם-בבלי חמיס-נווה אליעזר תאריך 10.11.22 ",אור הארץ ,T ,  ,נווה אליעזר ,ביצועים ,96,2022
11/11/2022,  ,אייל - הלוואה 9 ,15000,  ,15000,  ,  ,F ,  ,הוצאות א ,ביצועים ,96,2022
11/13/2022 ,30,עמאר - תשלום רצפה וקורות יסוד 15% ,146250,24863,171113,"שיק 10567 81,278 13.11.22 + שיק 10568 30,000 15.01.23 + שיק 10569 51,278 15.01.23 - 5% ניקוי ",ע.ס.ג הנדסה ,T ,  ,סטף ,ביצועים ,96,2022
11/14/2022 ,  ,אייל - הלוואה 10 ,30000,  ,30000,  ,  ,F ,  ,הוצאות א ,ביצועים ,96,2022
11/14/2022 ,320,סגירת חשבון - בבלי ,135000,22950,157950,"שיק 10573 30,000 14.11.22 + 10574 145,910 31.12.22 לסגירת חשבון גשר ובבלי (ניקוי 3%) ",אחים שריף ,T ,  ,בבלי ,ביצועים ,96,2022
11/14/2022 ,320,סגירת חשבון - גשר ,20000,3400,23400,"שיק 10573 30,000 14.11.22 + 10574 145,910 31.12.22 לסגירת חשבון גשר ובבלי (ניקוי 3%) ",אחים שריף ,T ,  ,גשר ,ביצועים ,96,2022
11/14/2022 ,21,ניסור בבבלי = כרים ,5000,850,5850,"העברה בנקאית 15.11.22 ע""ס 5558 ש""ח לאחר ניקוי 5% ",  ,T ,  ,בבלי ,ביצועים ,96,2022
11/14/2022 ,249014,עצים זוהר - פיני לבן ,359,61,420,אשראי ,זוהר עצים ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/15/2022 ,1059,עומאר - אינסטלציה סטף 1 ,13000,2210,15210,העברה בנקאית ,עומאר אינסטלציה ,T ,  ,סטף ,ביצועים ,96,2022
11/15/2022 ,1931,תיקון מזגן ,250,43,293,העברה בנקאית ,מזגנים - שרון ,T ,  ,הוצאות אלי ,ביצועים ,96,2022
11/15/2022 ,  ,חומרים טמבוריה ,142,24,166,  ,  ,F ,  ,הוצאות אלי ,ביצועים ,96,2022
11/15/2022 ,40289,מתקן למקרן ,137,23,160,אשראי ,  ,T ,  ,גשר ,ביצועים ,96,2022
11/16/2022 ,3093,חמיס - נווה אליעזר דרך אור הארץ ,42000,7140,49140,"שיק 10575 לתאריך 17.11.22 עבור נווה אליעזר, מעליות צייטלין, בבלי ",אור הארץ ,T ,  ,נווה אליעזר ,ביצועים ,96,2022
11/16/2022 ,3093,חמיס - מעליות ,11500,1955,13455,"שיק 10575 לתאריך 17.11.22 עבור נווה אליעזר, מעליות צייטלין, בבלי ",אור הארץ ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/16/2022 ,3093,אדם - בבלי ,10000,1700,11700,"שיק 10575 לתאריך 17.11.22 עבור נווה אליעזר, מעליות צייטלין, בבלי ",אור הארץ ,T ,  ,בבלי ,ביצועים ,96,2022
11/17/2022 ,249211,עצים זוהר - טרקס + אורן מהוקצע ,160,27,187,אשראי ,זוהר עצים ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/17/2022 ,293545,אחים ונטורה ,688,  ,688,  ,ונטורה אחים ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/17/2022 ,34,דודי ג'רבי - ציוד וחומרי גלם ,1040,  ,1040,  ,  ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/18/2022 ,  ,טמבור - צבע + מקדח ,86,15,101,  ,  ,F ,  ,הוצאות אלי ,ביצועים ,96,2022
11/20/2022 ,249308,עצים זוהר - בבלי ,9573,1627,11200,שולם באשראי 20.11.22 ,זוהר עצים ,T ,  ,בבלי ,ביצועים ,96,2022
11/20/2022 ,296589,אחים ונטורה ,356,  ,356,  ,ונטורה אחים ,T ,  ,צייטלין 2 ,ביצועים ,96,2022
11/20/2022 ,16277,מקרר לסטף ,700,  ,700,שולם באשראי ,  ,T ,  ,סטף ,ביצועים ,96,2022
11/20/2022 ,249360,עצים זוהר - דק לבבלי ,12222,2078,14300,אשראי ,זוהר עצים ,T ,  ,בבלי ,ביצועים ,98,2022
