company,project,description ,amount ,vat ,total ,group ,date ,supplier ,invoiceId ,excelRecId ,remark ,published ,year 
יזמות,פיתוח עירוני,ג'יוסי - 20-11,238,41,279,73,2020-11-29T22:00:00.000Z,ג'יוסי,163412,17304,,TRUE,2020
ביצועים,הוצאות א,צדיק חיים עבודות עירוני ט 2,40000,6800,46800,73,2020-12-01T22:00:00.000Z,צדיק חיים,1350,1901,העברה 10.12.20,TRUE,2020
ביצועים,,אוזניות לטלפון,289,,289,73,2020-12-02T22:00:00.000Z,,345789,1898,אשראי,TRUE,2020
ביצועים,,דקטלון - נעלי עבודה,320,54,374,73,2020-12-06T22:00:00.000Z,,1699,1905,,TRUE,2020
ביצועים,,מכשיר סלולר,2680,456,3136,72,2020-02-06T22:00:00.000Z,,250665,1512,כרטיס אשראי ביצועים 3 שלושה תשלומים,FALSE,2020
ביצועים,,הובלות אלישע זיכוי מנוף,-200,-34,-234,72,2020-10-29T22:00:00.000Z,הובלות אלישע,20259,,"הובלה בתאריך 09.10.20 שולם בשיק 10184 עבור חש' 51813,51802,20259",FALSE,2020
ביצועים,פיתוח עירוני,רואה חשבון 10 2020,1500,255,1755,72,2020-10-29T22:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
ביצועים,פיתוח עירוני,"שרון מיזוג אוויר - מיזוג עריית ת""א",1400,238,1638,72,2020-11-04T22:00:00.000Z,מזגנים - שרון,1721,1538,שיק מס - 10180,FALSE,2020
ביצועים,פיתוח עירוני,שרלי - חומרי בניין - 7,5000,850,5850,72,2020-11-09T22:00:00.000Z,שרלי - חומרי בנין,,,הערכה,FALSE,2020
ביצועים,פיתוח עירוני,רואה חשבון 11 2020,1500,255,1755,72,2020-11-29T22:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
ביצועים,פיתוח עירוני,רואה חשבון 12 2020,1500,255,1755,72,2020-12-29T22:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
יזמות,גדות מתן,ארכה - 20-02 זיכוי,-506,-86,-592,71,2020-02-26T22:00:00.000Z,ארכה,520300122,,"שולם מררוכז ינואר20 - ספט20 סך 4,506.90 באשראי - 17.12.20 קבלה - 305404",FALSE,2020
ביצועים,פיתוח עירוני,אלרם - שיקום בטונים,2880,490,3370,71,2020-05-03T21:00:00.000Z,פיתוח עירוני ט,212150,1298,שולם באשראי 21.10.20,TRUE,2020
יזמות,פיתוח עירוני,מעודד - 20-07,185,,185,71,2020-07-30T21:00:00.000Z,מעודד צבעים,5051486,16885,"שולם באשראי 28.10.20 חשבונית 5050366, 5051486",TRUE,2020
ביצועים,"קיוסק ת""א",אלרם - זיכוי חול,-60,-10,-70,71,2020-08-05T21:00:00.000Z,קיוסק תא,46254,1301,שולם באשראי 21.10.20,TRUE,2020
ביצועים,"קיוסק ת""א",אלרם - זיכוי איטום,-1560,-265,-1825,71,2020-08-05T21:00:00.000Z,קיוסק תא,46255,1304,שולם באשראי 21.10.20,TRUE,2020
יזמות,פיתוח עירוני,ארכה - 20-08,173,29,203,71,2020-08-27T21:00:00.000Z,ארכה,420305432,16896,"שולם מררוכז ינואר20 - ספט20 סך 4,506.90 באשראי - 17.12.20 קבלה - 305404",TRUE,2020
יזמות,,פוינטר - 20-09,33,6,39,71,2020-09-22T21:00:00.000Z,פוניטר/קוברה,11078078,,,TRUE,2020
יזמות,,ארכה - 20-09,13,2,15,71,2020-09-23T21:00:00.000Z,ארכה,420306459,16899,"שולם מררוכז ינואר20 - ספט20 סך 4,506.90 באשראי - 17.12.20 קבלה - 305404",FALSE,2020
ביצועים,פיתוח עירוני,הגרעין - השלמות,217,37,254,71,2020-09-29T21:00:00.000Z,הגרעין,5406416,1330,,TRUE,2020
ביצועים,פיתוח עירוני,הובלות אלישע - מנוף לספסלים,3100,527,3627,71,2020-09-29T21:00:00.000Z,הובלות אלישע,51802,1312,"הובלה בתאריך 09.10.20 שולם בשיק 10184 עבור חש' 51813,51802,20259",TRUE,2020
ביצועים,,ה.צ.ח. אייל,126,21,147,71,2020-10-10T21:00:00.000Z,אייל,157,1324,,TRUE,2020
ביצועים,,ה.צ.ח. אייל,993,169,1162,71,2020-10-10T21:00:00.000Z,אייל,30156,1327,,TRUE,2020
ביצועים,פיתוח עירוני,משתלת ניצן - שתילים לעירוני ט,17111,2909,20019,71,2020-10-10T21:00:00.000Z,פיתוח עירוני ט,35548,1295,העברה בנקאית - 15.02.21,FALSE,2020
ביצועים,,מוטי פרץ - אייל,43,7,50,71,2020-10-11T21:00:00.000Z,מוטי פרץ,181535,1321,,TRUE,2020
ביצועים,"קיוסק ת""א",שיש חלונות,13000,2210,15210,71,2020-10-11T21:00:00.000Z,קיוסק תא,48,1333,"עירוני ט 5000+ מע""מ השאר זה של מתן - שולם 14,905 שיק 10186 (2% ניקוי)",TRUE,2020
ביצועים,פיתוח עירוני,סובחי 500 מזומן,500,,500,71,2020-10-13T21:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
ביצועים,,אביאור חשמל,42,,42,71,2020-10-20T21:00:00.000Z,,4390,1318,,TRUE,2020
יזמות,גדות מתן,מרזוק - שמאי ליקויי בנייה,4000,680,4680,71,2020-10-21T21:00:00.000Z,שונות,1787,16895,העברה בנקאית,TRUE,2020
ביצועים,,בניית אתר נחיתה,200,,200,71,2020-10-25T22:00:00.000Z,,19207157,,אשראי - 49$ בכרטיס אשראי ביצועים,TRUE,2020
ביצועים,פיתוח עירוני,גידור עירוני ט - זיכוי,-220,-37,-257,71,2020-10-25T22:00:00.000Z,גידור זמני א.ס.,422,1315,"שיק 10187 עס 4,869 חשבוניות 442,5431,5692,5554",FALSE,2020
ביצועים,פיתוח עירוני,"הובלות אלישע - מנוף להעברת ציוד לפ""ת",1350,230,1580,71,2020-10-26T22:00:00.000Z,הובלות אלישע,51813,1309,"הובלה בתאריך 09.10.20 שולם בשיק 10184 עבור חש' 51813,51802,20259",TRUE,2020
יזמות,,פוינטר - 20-10,33,6,39,71,2020-10-26T22:00:00.000Z,פוניטר/קוברה,11150655,,,TRUE,2020
ביצועים,"ריז 2 ת""א",צפריר - קבלן ריז 2 - תשלום 1,324557,55175,379732,71,2020-10-31T22:00:00.000Z,צפריר,60010,1548,שולם בשיק 10177 - תאריך 01.11.20,TRUE,2020
ביצועים,,עדיגל - אינסטלציה,193,33,226,71,2020-11-01T22:00:00.000Z,,2023642,1556,,TRUE,2020
ביצועים,,עסיס אייל - תיקוני חשמל,750,128,878,71,2020-11-02T22:00:00.000Z,עסיס אייל,5297,1543,שיק מס' 10178,TRUE,2020
ביצועים,,עדיגל אינסטלציה,155,26,181,71,2020-11-02T22:00:00.000Z,,2023768,1553,,TRUE,2020
ביצועים,פיתוח עירוני,בוני הארץ -אגרה שנתית,3450,,3450,71,2020-11-07T22:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
יזמות,"קיוסק ת""א",ג'יוסי - 20-04 א,127,22,149,70,2020-04-29T21:00:00.000Z,ג'יוסי,159844,16783,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20",TRUE,2020
יזמות,"קיוסק ת""א",ג'יוסי - 20-04 ב,515,88,603,70,2020-04-29T21:00:00.000Z,ג'יוסי,159931,16786,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20",TRUE,2020
יזמות,"קיוסק ת""א",ג'יוסי - 20-06,562,95,657,70,2020-06-29T21:00:00.000Z,ג'יוסי,160727,16789,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20",TRUE,2020
יזמות,,גל מערכות,515,88,603,70,2020-08-16T21:00:00.000Z,גל מערכות פרזול,88525,,חיוב בטעות - יש חשבונית זיכוי 09/09/20,TRUE,2020
יזמות,,פוינטר - 20-08,33,6,39,70,2020-08-24T21:00:00.000Z,פוניטר/קוברה,11008306,,,TRUE,2020
ביצועים,פיתוח עירוני,גידור עירוני ט 5,1364,232,1596,70,2020-08-25T21:00:00.000Z,גידור זמני א.ס.,5554,1177,"שיק 10187 עס 4,869 חשבוניות 442,5431,5692,5554",TRUE,2020
ביצועים,פיתוח עירוני,שפיר בטון - 20-08,25968,4415,30383,70,2020-08-30T21:00:00.000Z,שפיר בטון,37027978,1180,שיק 10179 לתאריך 30.11.20,TRUE,2020
ביצועים,פיתוח עירוני,גדרות יהודה - עמודים השלמות,2240,381,2621,70,2020-08-30T21:00:00.000Z,גדרות יהודה,200437343,1183,"שולם סך 24,804 בשיק 10193 עבור חשבוניות 437488+437343",TRUE,2020
ביצועים,פיתוח עירוני,שחם אריכה - ספסלים לעירוני ט,15244,2592,17836,70,2020-08-30T21:00:00.000Z,שחם אריכא,206001104,1186,שיק - 10185 לתאריך 30.01.21,TRUE,2020
יזמות,גדות מתן,ג'יוסי - 20-08 - זיכויים מ 11-19 עד 08-20,-4204,-715,-4919,70,2020-08-30T21:00:00.000Z,ג'יוסי,162010,16792,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20",TRUE,2020
ביצועים,פיתוח עירוני,שרלי - חומרי בניין - 6,8690,1477,10167,70,2020-08-30T21:00:00.000Z,שרלי - חומרי בנין,100490,1191,שיק 10157 לתאריך 30.11.20,TRUE,2020
ביצועים,פיתוח עירוני,יעל משאבות - חודש אוגוסט,6150,1046,7196,70,2020-08-30T21:00:00.000Z,יעל משאבות,3168,1196,"העברה בנקאית 7,530 עבור חשבוניות 2905 - 3168 24.11.20",TRUE,2020
יזמות,,טמבור,140,,140,70,2020-09-02T21:00:00.000Z,,87423,16806,,TRUE,2020
ביצועים,,טמבור,20,,20,70,2020-09-02T21:00:00.000Z,,87421,1199,,TRUE,2020
ביצועים,פיתוח עירוני,תשלום מזומן לג'אווד,2000,,2000,70,2020-09-04T21:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
יזמות,,גל מערכות - זיכוי,-515,-88,-603,70,2020-09-08T21:00:00.000Z,גל מערכות פרזול,8378,,זיכוי על חשבונית שגוייה 88525,FALSE,2020
יזמות,,מכשיר גז ליריעות איטום,1273,,1273,70,2020-09-12T21:00:00.000Z,,6152,16799,,TRUE,2020
ביצועים,פיתוח עירוני,יעל משאבות - חשבון מיוני,1140,194,1334,70,2020-09-13T21:00:00.000Z,יעל משאבות,3222,1202,כנראה חשבונית כפולה שיצאה ביוני 2905 20/06/20,TRUE,2020
ביצועים,פיתוח עירוני,תשלום מזומן לסובחי,2000,,2000,70,2020-09-14T21:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
ביצועים,,קורס מנהל עבודה,16095,,16095,70,2020-09-14T21:00:00.000Z,,125,1206,ארבעה שיקים 10151 - 10154,TRUE,2020
יזמות,,יוליה מקדמה להיתר בריכה,500,85,585,70,2020-09-15T21:00:00.000Z,בריכה,113,16801,,TRUE,2020
ביצועים,פיתוח עירוני,תיקון נגרות - נגריית נור,3200,544,3744,70,2020-09-16T21:00:00.000Z,פיתוח עירוני ט,440,1215,שולם בשיק - 10158,TRUE,2020
ביצועים,פיתוח עירוני,אינסטלציה (אליהו),170,29,199,70,2020-09-20T21:00:00.000Z,פיתוח עירוני ט,373520,1220,,TRUE,2020
יזמות,,קומיוטסט - טסט פורד,156,,156,70,2020-09-21T21:00:00.000Z,,36814,16797,,TRUE,2020
ביצועים,,אביאלי - צינור - אייל,330,56,386,70,2020-09-28T21:00:00.000Z,אייל,37367,1223,שולם,TRUE,2020
ביצועים,פיתוח עירוני,גדרות יהודה - עמודים,18960,3223,22183,70,2020-09-29T21:00:00.000Z,גדרות יהודה,200437488,1226,"שולם סך 24,804 בשיק 10193 עבור חשבוניות 437488+437343",TRUE,2020
יזמות,,תיקון מסך גלקסי,600,,600,70,2020-10-03T21:00:00.000Z,,1110349,16992,שולם באשראי הפרטי - לא מקבלים אמריקן,TRUE,2020
יזמות,,כיסא מחשב,748,127,875,70,2020-10-04T21:00:00.000Z,,20236935,17003,,TRUE,2020
ביצועים,פיתוח עירוני,כלים לגינה,39,,39,70,2020-10-05T21:00:00.000Z,פיתוח עירוני ט,37742,1265,,TRUE,2020
ביצועים,פיתוח עירוני,אינסטלציה - חומרים,50,,50,70,2020-10-05T21:00:00.000Z,פיתוח עירוני ט,31634,1268,,TRUE,2020
ביצועים,,חומרים לימור צבעים,385,65,450,70,2020-10-06T21:00:00.000Z,אייל,335597,,שולם,TRUE,2020
ביצועים,,מוטי פרץ - סולם דיסק יהלום,547,93,640,70,2020-10-06T21:00:00.000Z,מוטי פרץ,180662,1274,שולם,TRUE,2020
ביצועים,,ה.צ.ת - חומרי חשמל,562,96,658,70,2020-10-06T21:00:00.000Z,אייל,9444,1277,שולם,TRUE,2020
ביצועים,,ארכה - חשמל לבריכה,158,27,185,70,2020-10-06T21:00:00.000Z,ארכה,463806,1280,שולם,TRUE,2020
ביצועים,,מוטי פרץ - אייל,197,33,230,70,2020-10-06T21:00:00.000Z,מוטי פרץ,180724,1283,שולם,TRUE,2020
ביצועים,,חשמלית עוז (אייל),132,22,154,70,2020-10-07T21:00:00.000Z,חשמלית עוז,158499,1286,שולם באשראי,TRUE,2020
ביצועים,,ה.צ.ח - אייל,795,135,930,70,2020-10-07T21:00:00.000Z,אייל,9454,1292,שולם,TRUE,2020
ביצועים,פיתוח עירוני,כסף מזומן לסובחי,2200,,2200,70,2020-10-08T21:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
ביצועים,,מוטי פרץ - אייל,137,23,160,70,2020-10-08T21:00:00.000Z,מוטי פרץ,181071,1289,שולם,TRUE,2020
יזמות,,פוינטר - 20-07,33,6,39,69,2020-07-22T21:00:00.000Z,פוניטר/קוברה,55939,16639,,TRUE,2020
ביצועים,פיתוח עירוני,אריאל - דלקן יולי,1680,,1680,69,2020-07-29T21:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
ביצועים,"קיוסק ת""א",קרח ושתיה לפועלים יולי (שולם לאריאל),700,,700,69,2020-07-30T21:00:00.000Z,קיוסק תא,,,,FALSE,2020
ביצועים,פיתוח עירוני,שרלי - חומרי בניין - 4,9995,1699,11694,69,2020-07-30T21:00:00.000Z,שרלי - חומרי בנין,100400,981,"שיק עס 13,140 עבור חשבוניות 100400+100438",TRUE,2020
ביצועים,פיתוח עירוני,שרלי - חומרי בניין - 5,1236,210,1446,69,2020-07-30T21:00:00.000Z,שרלי - חומרי בנין,100438,986,"שיק עס 13,140 עבור חשבוניות 100400+100438",TRUE,2020
ביצועים,"קיוסק ת""א",צדיק שמעון תשלום 10 אלכסיי,10000,1700,11700,69,2020-08-15T21:00:00.000Z,צדיק חיים,1317,1123,העברה בנקאית 16.08,TRUE,2020
ביצועים,פיתוח עירוני,מכסה לביוב,214,36,250,69,2020-08-15T21:00:00.000Z,פיתוח עירוני ט,4539,989,מזומן,TRUE,2020
ביצועים,פיתוח עירוני,תשלום לאלכסי,10000,,10000,69,2020-08-15T21:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
ביצועים,פיתוח עירוני,כלי עבודה תיקון - אריאל,100,,100,69,2020-08-16T21:00:00.000Z,פיתוח עירוני ט,,,מזומן,FALSE,2020
ביצועים,פיתוח עירוני,הוצאות מזומן לאריאל/האשם,250,,250,69,2020-08-16T21:00:00.000Z,פיתוח עירוני ט,,,מזומן,FALSE,2020
ביצועים,פיתוח עירוני,אינסטלציה (אליהו),100,,100,69,2020-08-16T21:00:00.000Z,פיתוח עירוני ט,71507,992,מזומן,TRUE,2020
ביצועים,,עסיס אייל - בדיקת מתקן,500,85,585,69,2020-08-17T21:00:00.000Z,עסיס אייל,5220,995,שיק,TRUE,2020
יזמות,"קיוסק ת""א",ארכה - השלמות לקיוסק,174,30,204,69,2020-08-17T21:00:00.000Z,ארכה,,,אין חשבונית עדיין,FALSE,2020
ביצועים,פיתוח עירוני,עצים זוהר - מסמרים,38,7,45,69,2020-08-19T21:00:00.000Z,זוהר עצים,205814,1000,,TRUE,2020
ביצועים,גדות מתן,ג'מבו,34,6,40,69,2020-08-19T21:00:00.000Z,שונות,105426,1003,,TRUE,2020
ביצועים,פיתוח עירוני,אחים אלבנא - עבודות פיתוח תשלום 5,57650,9801,67451,69,2020-08-20T21:00:00.000Z,פיתוח עירוני ט,128,1006,שיק מס' 10146 + 10145,TRUE,2020
יזמות,גדות מתן,"עו""ד - נועם קולודני - יעוץ תביעה עמית",700,119,819,69,2020-08-22T21:00:00.000Z,שונות,2160,16649,עבור ייעוץ לתביעה של עמית,TRUE,2020
ביצועים,פיתוח עירוני,הגרעין - ראש מערכת,4900,833,5733,69,2020-08-22T21:00:00.000Z,הגרעין,63098641,1013,אשראי,TRUE,2020
ביצועים,פיתוח עירוני,הגרעין - ציוד,2829,481,3310,69,2020-08-22T21:00:00.000Z,הגרעין,63098650,1015,,TRUE,2020
ביצועים,,מדיח,2300,,2300,69,2020-08-23T21:00:00.000Z,,3305250,1260,אשראי,FALSE,2020
ביצועים,פיתוח עירוני,הגרעין - השלמות,727,124,851,69,2020-08-23T21:00:00.000Z,הגרעין,63098671,1023,,TRUE,2020
ביצועים,פיתוח עירוני,הגרעין - השלמות,759,129,888,69,2020-08-24T21:00:00.000Z,הגרעין,63098714,1025,,TRUE,2020
ביצועים,פיתוח עירוני,הגרעין - השלמות,65,11,76,69,2020-08-24T21:00:00.000Z,הגרעין,63098751,1033,,TRUE,2020
ביצועים,פיתוח עירוני,הגרעין - השלמות,161,27,189,69,2020-08-24T21:00:00.000Z,הגרעין,63098725,1035,,TRUE,2020
ביצועים,פיתוח עירוני,עצים זוהר - עץ לשולחנות,2891,491,3382,69,2020-08-25T21:00:00.000Z,זוהר עצים,206148,1043,אשראי,TRUE,2020
ביצועים,פיתוח עירוני,הגרעין - השלמות,153,26,179,69,2020-08-25T21:00:00.000Z,הגרעין,63098790,1045,,TRUE,2020
ביצועים,פיתוח עירוני,הגרעין - השלמות,545,93,638,69,2020-08-25T21:00:00.000Z,הגרעין,63098772,1053,,TRUE,2020
ביצועים,פיתוח עירוני,הגרעין - השלמות,1021,174,1195,69,2020-08-25T21:00:00.000Z,הגרעין,63098801,1055,,TRUE,2020
ביצועים,פיתוח עירוני,שיש בילאל,7700,,7700,69,2020-08-26T21:00:00.000Z,פיתוח עירוני ט,3224,1059,שיק מס' 10150 תאריך 30.11.20,TRUE,2020
ביצועים,פיתוח עירוני,אינסטלציה (אליהו),500,,500,69,2020-08-26T21:00:00.000Z,פיתוח עירוני ט,72188,1454,,TRUE,2020
ביצועים,פיתוח עירוני,הגרעין - השלמות,130,22,152,69,2020-08-26T21:00:00.000Z,הגרעין,163084636,1068,,TRUE,2020
ביצועים,פיתוח עירוני,עצים זוהר - ברגים ותושבות,233,40,273,69,2020-08-27T21:00:00.000Z,זוהר עצים,206258,1070,,TRUE,2020
ביצועים,פיתוח עירוני,הגרעין - השלמות,538,91,630,69,2020-08-27T21:00:00.000Z,הגרעין,163084675,1078,,TRUE,2020
ביצועים,פיתוח עירוני,אחים אלבנא - עבודות פיתוח תשלום 6,53830,9151,62981,69,2020-08-28T21:00:00.000Z,פיתוח עירוני ט,132,1079,שיק 10148,TRUE,2020
ביצועים,פיתוח עירוני,עצים זוהר - פירזול עץ,35,,35,69,2020-08-29T21:00:00.000Z,זוהר עצים,31524,1084,מזומן,TRUE,2020
ביצועים,פיתוח עירוני,אינסטלציה (אליהו),1026,174,1200,69,2020-08-29T21:00:00.000Z,פיתוח עירוני ט,372289,1091,,TRUE,2020
ביצועים,פיתוח עירוני,קרח ושתיה לפועלים אוגוסט (שולם לאריאל),700,,700,69,2020-08-29T21:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
ביצועים,פיתוח עירוני,עצים זוהר - עץ השלמות,359,61,420,69,2020-08-29T21:00:00.000Z,זוהר עצים,206328,1093,אשראי,TRUE,2020
ביצועים,פיתוח עירוני,אריאל - דלקן אוגוסט,1700,,1700,69,2020-08-29T21:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
יזמות,פיתוח עירוני,ג'יוסי - 20-08,6046,1028,7074,69,2020-08-29T21:00:00.000Z,ג'יוסי,161846,16650,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20",TRUE,2020
ביצועים,פיתוח עירוני,רואה חשבון 08 2020,1500,255,1755,69,2020-08-29T21:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
יזמות,,דיקו - ציוד גינון מגוף חשמלי,49,8,57,69,2020-08-31T21:00:00.000Z,,5017,16828,מכרטיס אשראי פרטי,TRUE,2020
ביצועים,פיתוח עירוני,אחים אלבנא - עבודות פיתוח תשלום 7,11628,1977,13605,69,2020-09-01T21:00:00.000Z,פיתוח עירוני ט,134,1159,שיק 10149,TRUE,2020
ביצועים,פיתוח עירוני,רואה חשבון 09 2020,1500,255,1755,69,2020-09-29T21:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
ביצועים,"קיוסק ת""א",שפיר - טיט 20-05,2610,444,3054,68,2020-05-30T21:00:00.000Z,שפיר בטון,37014799,510,שיק מס 10141,TRUE,2020
ביצועים,"קיוסק ת""א",חשמלית עוז - עירוני ט 20-05,5165,878,6043,68,2020-05-30T21:00:00.000Z,חשמלית עוז,148678,656,"קבלה ע""ס - 6,481 עבור חשבוניות 148678, 148871",TRUE,2020
יזמות,גדות מתן,גל מערכות- חיזוקים למעקה בית 6,415,70,485,68,2020-06-10T21:00:00.000Z,גל מערכות פרזול,86597,16323,שולם באשראי סך 871 עבור חשבוניות אחרונות,TRUE,2020
ביצועים,"קיוסק ת""א",יעל משאבות,1140,194,1334,68,2020-06-19T21:00:00.000Z,יעל משאבות,2905,828,"העברה בנקאית 7,530 עבור חשבוניות 2905 - 3168 24.11.20",TRUE,2020
ביצועים,"קיוסק ת""א",אלומיניום א.א.ע עבודות אלומיניום,5850,995,6845,68,2020-06-22T21:00:00.000Z,קיוסק תא,336,1407,העברה בנקאית - 24/08/20,TRUE,2020
יזמות,,פוינטר - 20-06,33,6,39,68,2020-06-23T21:00:00.000Z,פוניטר/קוברה,81577380,16327,,TRUE,2020
ביצועים,"קיוסק ת""א",פינוי פסולת - מנוף,6570,1117,7687,68,2020-06-24T21:00:00.000Z,קיוסק תא,1202,831,העברה בנקאית 18.10.20,TRUE,2020
יזמות,"קיוסק ת""א",ארכה - 20-06,1105,188,1293,68,2020-06-27T21:00:00.000Z,ארכה,420304007,16331,"שולם מררוכז ינואר20 - ספט20 סך 4,506.90 באשראי - 17.12.20 קבלה - 305404",TRUE,2020
ביצועים,"קיוסק ת""א",חשמלית עוז - עירוני ט 20-06,374,64,438,68,2020-06-29T21:00:00.000Z,חשמלית עוז,148871,834,"קבלה ע""ס - 6,481 עבור חשבוניות 148678, 148871",TRUE,2020
יזמות,"קיוסק ת""א",מעודד - 20-06,959,163,1122,68,2020-06-29T21:00:00.000Z,מעודד צבעים,5050366,16328,"שולם באשראי 28.10.20 חשבונית 5050366, 5051486",TRUE,2020
יזמות,"קיוסק ת""א",מעודד - 20-06,-161,,-161,68,2020-06-29T21:00:00.000Z,מעודד צבעים,,,שמן דק - חיוב אישי אלי (חוייב בחשבונית 5050366,TRUE,2020
ביצועים,"קיוסק ת""א",שפיר - בטון 20-06,4860,826,5686,68,2020-06-29T21:00:00.000Z,שפיר בטון,37019252,742,שיק מס 10142,TRUE,2020
ביצועים,"קיוסק ת""א",רואה חשבון 06 2020,1500,255,1755,68,2020-06-29T21:00:00.000Z,קיוסק תא,,,,FALSE,2020
יזמות,,מברשת ניקוי לברכיה,45,,45,68,2020-07-06T21:00:00.000Z,,19163,16334,,TRUE,2020
יזמות,,מברשת לניקוי בריכה,45,,45,68,2020-07-06T21:00:00.000Z,,19163,16334,,TRUE,2020
ביצועים,,דקטלון,203,,203,68,2020-07-06T21:00:00.000Z,,1,784,,TRUE,2020
ביצועים,"קיוסק ת""א",צדיק שמעון תשלום 9 קיוסק,1500,255,1755,68,2020-07-07T21:00:00.000Z,צדיק חיים,1299,846,העברה בנקאית - 10.07.20,TRUE,2020
ביצועים,,כיריים חשמליות לאתר,1100,,1100,68,2020-07-07T21:00:00.000Z,,108673,848,חסרה חשבונית שולם באשראי,TRUE,2020
ביצועים,גדות מתן,אלום ברק מסגרת אלומיניום לבית 6,620,,620,68,2020-07-07T21:00:00.000Z,שונות,375,886,,TRUE,2020
ביצועים,גדות מתן,גואטה - סנטף לבית 6,362,61,423,68,2020-07-07T21:00:00.000Z,שונות,102602,889,אשראי,TRUE,2020
יזמות,,טמבור -,95,,95,68,2020-07-07T21:00:00.000Z,,84038,16337,,TRUE,2020
ביצועים,פיתוח עירוני,אחים אלבנא - עבודות פיתוח תשלום 1,10000,1700,11700,68,2020-07-15T21:00:00.000Z,פיתוח עירוני ט,117,849,שולם בשיק 10136,TRUE,2020
ביצועים,"קיוסק ת""א",זוויות לברז בעירוני ט,28,,28,68,2020-07-15T21:00:00.000Z,קיוסק תא,14287,854,,TRUE,2020
ביצועים,פיתוח עירוני,אחים אלבנא - עבודות פיתוח תשלום 2,10400,1768,12168,68,2020-07-23T21:00:00.000Z,פיתוח עירוני ט,118,857,שולם בשיק 10137,TRUE,2020
ביצועים,,איר פודס באילת,1944,,1944,68,2020-07-23T21:00:00.000Z,,321870,863,,TRUE,2020
יזמות,,אביזר הגברה באילת,135,,135,68,2020-07-23T21:00:00.000Z,,321873,16341,,TRUE,2020
יזמות,"קיוסק ת""א",ארכה - 20-07 נחושת + אביזרים,1370,233,1603,68,2020-07-25T21:00:00.000Z,ארכה,420304970,16342,"שולם מררוכז ינואר20 - ספט20 סך 4,506.90 באשראי - 17.12.20 קבלה - 305404",TRUE,2020
ביצועים,"קיוסק ת""א",מרזבים ופחחות עירוני ט,7100,,7100,68,2020-07-26T21:00:00.000Z,קיוסק תא,964,864,שולם בשיק 10139,TRUE,2020
ביצועים,פיתוח עירוני,אחים אלבנא - עבודות פיתוח תשלום 3,43409,7379,50788,68,2020-07-28T21:00:00.000Z,פיתוח עירוני ט,121,871,שולם בשיק 10140,TRUE,2020
ביצועים,"קיוסק ת""א",עסיס אייל - בודק חשמל קיוסק עירוני ט,600,102,702,68,2020-07-28T21:00:00.000Z,עסיס אייל,5177,878,העברה בנקאית 29.07.20,TRUE,2020
יזמות,פיתוח עירוני,ג'יוסי - 20-07,7619,1295,8914,68,2020-07-28T21:00:00.000Z,ג'יוסי,161400,16345,"שיק 10534 עס 35,000 ש""ח עבור חשבוניות 11/19 - 08-20",TRUE,2020
ביצועים,פיתוח עירוני,גידור עירוני ט 4,2046,348,2394,68,2020-07-29T21:00:00.000Z,גידור זמני א.ס.,5431,879,"שיק 10187 עס 4,869 חשבוניות 442,5431,5692,5554",TRUE,2020
ביצועים,פיתוח עירוני,רואה חשבון 07 2020,1500,255,1755,68,2020-07-29T21:00:00.000Z,פיתוח עירוני ט,,,,FALSE,2020
יזמות,,אגרת בניה ראשון לציון,164,,164,68,2020-08-02T21:00:00.000Z,,,,אגרת בניה,TRUE,2020
יזמות,,ציוד גינון,361,61,422,68,2020-08-02T21:00:00.000Z,,4431,16605,שולם באשראי פרטי,TRUE,2020
יזמות,,תיקון טלפון,103,17,120,68,2020-08-09T21:00:00.000Z,,9570,16608,,TRUE,2020
יזמות,,צמיגים לפורד,1200,,1200,68,2020-08-10T21:00:00.000Z,,3098,16616,,TRUE,2020
ביצועים,פיתוח עירוני,אחים אלבנא - עבודות פיתוח תשלום 4,21500,3655,25155,68,2020-08-13T21:00:00.000Z,פיתוח עירוני ט,126,969,שולם בשיק 10143,TRUE,2020
ביצועים,ישרוטל,אלרם - מדלל צבע,200,34,234,67,2020-02-25T22:00:00.000Z,ישרוטל,206029,650,שולם באשראי 21.10.20,TRUE,2020
